entityName,employeeCount,source.name,source.url,collectedAt
Industrial Next,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/industrial-next,2026-09-04T11:46:01.717546
Dioptra,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/dioptra,2026-09-04T11:46:01.780942
HypaHub,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/hypahub,2026-09-04T11:46:01.774940
Iron Leap,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/iron-leap,2026-09-04T11:46:01.808201
Unlayer,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/unlayer,2026-09-04T11:46:01.820824
Rownd,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/rownd,2026-09-04T11:46:01.770821
Criya,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/roomplays,2026-09-04T11:46:01.841823
Bobidi,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/bobidi,2026-09-04T11:46:01.838824
Ankr Health,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/ankr-health,2026-09-04T11:46:01.869836
Kaso,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/kaso,2026-09-04T11:46:01.778941
Lexter.ai,18,YC OSS Startup Directory,https://www.ycombinator.com/companies/lexter-ai,2026-09-04T11:46:01.878873
Fintelite,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/fintelite,2026-09-04T11:46:01.875833
Versable,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/versable,2026-09-04T11:46:01.897924
Cerebrium,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/cerebrium,2026-09-04T11:46:01.906934
Spinach AI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/spinach-ai,2026-09-04T11:46:01.933935
LanceDB,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/lancedb,2026-09-04T11:46:01.915932
Armilla AI,14,YC OSS Startup Directory,https://www.ycombinator.com/companies/armilla-ai,2026-09-04T11:46:01.954941
RADAR,120,YC OSS Startup Directory,https://www.ycombinator.com/companies/radar,2026-09-04T11:46:01.900933
MosaicVoice,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/mosaicvoice,2026-09-04T11:46:01.942934
Sophys,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/sophys,2026-09-04T11:46:01.972141
Beam,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/beam,2026-09-04T11:46:01.937936
Reforged Labs,19,YC OSS Startup Directory,https://www.ycombinator.com/companies/reforged-labs,2026-09-04T11:46:02.003238
Dart,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/dart,2026-09-04T11:46:01.998230
Flagright,31,YC OSS Startup Directory,https://www.ycombinator.com/companies/flagright,2026-09-04T11:46:02.030121
haddock,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/haddock,2026-09-04T11:46:02.026123
Sphere,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/sphere,2026-09-04T11:46:02.041118
Milky Way AI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/milky-way-ai,2026-09-04T11:46:02.062138
Emobi,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/emobi,2026-09-04T11:46:02.029118
GetDot,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/getdot,2026-09-04T11:46:01.949934
Promise,80,YC OSS Startup Directory,https://www.ycombinator.com/companies/promise,2026-09-04T11:45:56.355162
T3 Chat,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/t3-chat,2026-09-04T11:46:02.087955
RefineTrain AI,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/refinetrain-ai,2026-09-04T11:46:02.100466
PermitFlow,80,YC OSS Startup Directory,https://www.ycombinator.com/companies/permitflow,2026-09-04T11:46:02.114111
Cogram,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/cogram,2026-09-04T11:46:02.149111
RedBrick AI,13,YC OSS Startup Directory,https://www.ycombinator.com/companies/redbrick-ai,2026-09-04T11:46:02.153115
Toko,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/toko,2026-09-04T11:46:02.155112
Siftly,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/siftly,2026-09-04T11:46:02.135114
SkyLink,53,YC OSS Startup Directory,https://www.ycombinator.com/companies/skylink,2026-09-04T11:46:02.084950
Curacel,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/curacel,2026-09-04T11:46:02.172111
Cotera,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/cotera,2026-09-04T11:46:02.182110
Lovage,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/lovage,2026-09-04T11:46:02.225774
Finnt,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/finnt,2026-09-04T11:46:02.246841
"Sendme, Inc",40,YC OSS Startup Directory,https://www.ycombinator.com/companies/sendme-inc,2026-09-04T11:46:02.234773
Strong Compute,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/strong-compute,2026-09-04T11:46:02.262840
Airwork,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/airwork,2026-09-04T11:46:02.291009
SmartHelio,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/smarthelio,2026-09-04T11:46:02.250844
Sprites,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/sprites,2026-09-04T11:46:02.317534
BotCity,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/botcity,2026-09-04T11:46:02.324536
Broccoli AI,85,YC OSS Startup Directory,https://www.ycombinator.com/companies/broccoli-ai,2026-09-04T11:46:02.372589
Cinder,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/cinder-2,2026-09-04T11:46:02.319532
Lifecast,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/lifecast,2026-09-04T11:46:02.393603
Bemlo,13,YC OSS Startup Directory,https://www.ycombinator.com/companies/bemlo,2026-09-04T11:46:02.430119
Vimmerse,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/vimmerse,2026-09-04T11:46:02.434116
Talentropy.ai,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/talentropy-ai,2026-09-04T11:46:02.443116
mutable.ai,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/mutable-ai,2026-09-04T11:46:02.457115
Theneo,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/theneo,2026-09-04T11:46:02.497393
Velt,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/velt,2026-09-04T11:46:02.491390
AvairSense,14,YC OSS Startup Directory,https://www.ycombinator.com/companies/avairsense,2026-09-04T11:46:02.506910
voize,140,YC OSS Startup Directory,https://www.ycombinator.com/companies/voize,2026-09-04T11:46:02.201774
PINA,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/pina,2026-09-04T11:46:02.501910
Nophin,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/nophin,2026-09-04T11:46:02.529251
HOAi,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/hoai,2026-09-04T11:46:02.539252
Spade,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/spade,2026-09-04T11:46:02.550259
Status,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/status,2026-09-04T11:46:02.570251
Top Road,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/top-road,2026-09-04T11:46:02.520252
Shaped,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/shaped,2026-09-04T11:46:02.587262
Ponyrun,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/ponyrun,2026-09-04T11:46:02.482124
IoTFlows Inc,60,YC OSS Startup Directory,https://www.ycombinator.com/companies/iotflows-inc,2026-09-04T11:46:02.607778
GoJom,140,YC OSS Startup Directory,https://www.ycombinator.com/companies/gojom,2026-09-04T11:46:02.624143
Housewarming,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/housewarming,2026-09-04T11:46:02.630138
NearWave,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/nearwave,2026-09-04T11:46:02.169111
Ploomber,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/ploomber,2026-09-04T11:46:02.596263
Codec,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/codec,2026-09-04T11:46:02.686788
Postal,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/postal,2026-09-04T11:46:02.703061
Kenobi,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/kenobi,2026-09-04T11:46:02.709059
Nara,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/nara,2026-09-04T11:46:02.729813
Workflow86,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/workflow86,2026-09-04T11:46:02.747812
AYC Fund,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/ayc-fund,2026-09-04T11:46:02.762248
Finku,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/finku,2026-09-04T11:46:02.722625
Query Vary,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/query-vary,2026-09-04T11:46:02.755253
Cellbyte,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/cellbyte,2026-09-04T11:46:02.768251
Heptabase,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/heptabase,2026-09-04T11:46:02.732814
KorrAI,24,YC OSS Startup Directory,https://www.ycombinator.com/companies/korrai,2026-09-04T11:46:02.799257
Impossible Metals,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/impossible-metals,2026-09-04T11:46:02.786260
MSPilot,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/mspilot,2026-09-04T11:46:02.819632
RTHM,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/rthm,2026-09-04T11:46:02.636136
GovDash,56,YC OSS Startup Directory,https://www.ycombinator.com/companies/govdash,2026-09-04T11:46:02.808358
Blink,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/blink-new,2026-09-04T11:46:02.646137
Powerdocs,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/powerdocs,2026-09-04T11:46:02.847643
Flike,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/flike,2026-09-04T11:46:02.852640
Reality Defender,54,YC OSS Startup Directory,https://www.ycombinator.com/companies/reality-defender,2026-09-04T11:46:02.868638
Wolfia,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/wolfia,2026-09-04T11:46:02.897707
WhiteLab Genomics,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/whitelab-genomics,2026-09-04T11:46:02.879643
Poly,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/poly,2026-09-04T11:46:02.918261
Paces,48,YC OSS Startup Directory,https://www.ycombinator.com/companies/paces,2026-09-04T11:46:02.901273
Airtrain AI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/airtrain-ai,2026-09-04T11:46:02.907238
Julius,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/julius,2026-09-04T11:46:02.952238
Elessar,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/elessar,2026-09-04T11:46:02.922243
Layerup,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/layerup,2026-09-04T11:46:02.927250
Star,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/star,2026-09-04T11:46:02.970245
Mercator,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/mercator,2026-09-04T11:46:02.946239
Speechly,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/speechly,2026-09-04T11:46:02.892709
Penguin AI,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/penguin-ai,2026-09-04T11:46:03.007804
Dialect,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/dialect-2,2026-09-04T11:46:03.033805
Superpowered AI,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/superpowered-ai,2026-09-04T11:46:03.047805
Birch Biosciences,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/birch-biosciences,2026-09-04T11:46:03.001290
Makeasite,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/makeasite,2026-09-04T11:46:03.058804
Truva,23,YC OSS Startup Directory,https://www.ycombinator.com/companies/truva,2026-09-04T11:46:03.039806
Two Dots,28,YC OSS Startup Directory,https://www.ycombinator.com/companies/two-dots,2026-09-04T11:46:03.063810
Blitz,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/blitz,2026-09-04T11:46:03.095095
Bunting Labs,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/bunting-labs,2026-09-04T11:46:03.066808
Impractical,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/impractical,2026-09-04T11:46:03.125633
Champ,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/champ,2026-09-04T11:46:03.142765
Fetii,50,YC OSS Startup Directory,https://www.ycombinator.com/companies/fetii,2026-09-04T11:46:03.173616
Craze,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/craze,2026-09-04T11:46:03.191042
CODEXA,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/codexa,2026-09-04T11:46:03.204564
SigmaMind AI,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/sigmamind-ai,2026-09-04T11:46:03.037806
Paragon AI,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/paragon-ai,2026-09-04T11:46:03.217582
Scispot,16,YC OSS Startup Directory,https://www.ycombinator.com/companies/scispot-io,2026-09-04T11:46:00.907714
Midplane,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/midplane,2026-09-04T11:46:03.236102
NuMind,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/numind,2026-09-04T11:46:03.228101
Blee,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/blee,2026-09-04T11:46:03.274116
Raven,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/raven,2026-09-04T11:46:03.290248
Popsy,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/popsy,2026-09-04T11:46:03.308763
Overwatch,14,YC OSS Startup Directory,https://www.ycombinator.com/companies/overwatch,2026-09-04T11:46:03.287157
Roxels,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/roxels,2026-09-04T11:46:03.298248
Juicebox,65,YC OSS Startup Directory,https://www.ycombinator.com/companies/juicebox,2026-09-04T11:46:03.352587
Phind,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/phind,2026-09-04T11:46:03.384585
Pasito,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/pasito,2026-09-04T11:46:03.069805
Unify,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/unify,2026-09-04T11:46:03.421117
Namecard.ai,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/namecard-ai,2026-09-04T11:46:03.406116
Apply Design,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/apply-design,2026-09-04T11:46:03.454769
Activepieces,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/activepieces,2026-09-04T11:46:03.381585
NewsCatcher,22,YC OSS Startup Directory,https://www.ycombinator.com/companies/newscatcher,2026-09-04T11:46:03.499720
Typewise,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/typewise,2026-09-04T11:46:03.515929
100x,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/100x,2026-09-04T11:46:03.504923
Peoplebox.ai,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/peoplebox,2026-09-04T11:46:03.555167
Thera,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/thera,2026-09-04T11:46:03.550167
Flair Labs,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/flair-labs,2026-09-04T11:46:03.394605
Hedgehog,50,YC OSS Startup Directory,https://www.ycombinator.com/companies/hedgehog-2,2026-09-04T11:46:03.576183
Alphawatch AI,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/alphawatch-ai,2026-09-04T11:46:03.582181
Provision,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/provision,2026-09-04T11:46:03.536926
AnythingLLM,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/anythingllm,2026-09-04T11:46:03.601724
Latent Space,100,YC OSS Startup Directory,https://www.ycombinator.com/companies/latent-space,2026-09-04T11:46:03.612723
Coris,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/coris,2026-09-04T11:46:03.625724
AviaryAI,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/aviaryai,2026-09-04T11:46:03.637726
FlyCode,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/flycode,2026-09-04T11:46:03.659726
Shape,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/shape,2026-09-04T11:46:03.673731
Maya Labs,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/maya-labs,2026-09-04T11:46:03.689950
Quinn,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/quinn,2026-09-04T11:46:03.707639
Mistle,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/mistle,2026-09-04T11:46:03.502927
Aurelian,45,YC OSS Startup Directory,https://www.ycombinator.com/companies/aurelian,2026-09-04T11:46:03.724195
Ciro,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/ciro,2026-09-04T11:46:02.958241
Metriport,29,YC OSS Startup Directory,https://www.ycombinator.com/companies/metriport,2026-09-04T11:46:03.745266
Rima AI (formerly Garage),5,YC OSS Startup Directory,https://www.ycombinator.com/companies/rima-ai,2026-09-04T11:46:03.754265
Axis,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/axis,2026-09-04T11:46:03.772269
Evidently AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/evidently-ai,2026-09-04T11:46:03.812977
Argovox,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/argovox,2026-09-04T11:46:03.806980
Cobbery,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/cobbery,2026-09-04T11:46:03.820974
Sieve,34,YC OSS Startup Directory,https://www.ycombinator.com/companies/sieve,2026-09-04T11:46:03.791466
Unthread,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/unthread,2026-09-04T11:46:03.840980
Ad Army,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/ad-army,2026-09-04T11:46:03.849976
Atlas,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/atlaswork,2026-09-04T11:46:03.860982
Sanifu,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/sanifu,2026-09-04T11:46:03.867976
Lamin,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/lamin,2026-09-04T11:46:03.880980
Feather,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/feather-2,2026-09-04T11:46:03.877980
Avina,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/avina,2026-09-04T11:46:03.895493
Invofox,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/invofox,2026-09-04T11:46:03.916071
Fini,14,YC OSS Startup Directory,https://www.ycombinator.com/companies/fini,2026-09-04T11:46:03.910074
Artemis Search,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/artemis-search,2026-09-04T11:46:03.794470
OneSchema,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/oneschema,2026-09-04T11:46:03.928071
Boton,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/boton,2026-09-04T11:46:03.942070
Sonnet,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/sonnet,2026-09-04T11:46:03.939073
Jasmine Energy,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/jasmine-energy,2026-09-04T11:46:03.971743
Oneleet,75,YC OSS Startup Directory,https://www.ycombinator.com/companies/oneleet,2026-09-04T11:46:03.975273
HOMLI,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/homli,2026-09-04T11:46:03.921071
Wondercraft,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/wondercraft,2026-09-04T11:46:03.979283
Clearline,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/clearline,2026-09-04T11:46:04.005391
Monterey AI,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/monterey-ai,2026-09-04T11:46:04.020399
Firecrawl,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/firecrawl,2026-09-04T11:46:04.021404
Knowtex,,YC OSS Startup Directory,https://www.ycombinator.com/companies/knowtex,2026-09-04T11:46:04.042398
Pump.co,75,YC OSS Startup Directory,https://www.ycombinator.com/companies/pump-co,2026-09-04T11:46:04.025395
TypeLess,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/typeless,2026-09-04T11:46:04.037402
CAPSULE,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/capsule,2026-09-04T11:46:04.076404
Cambio,60,YC OSS Startup Directory,https://www.ycombinator.com/companies/cambio-2,2026-09-04T11:46:04.082406
Lavo Life Sciences,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/lavo-life-sciences,2026-09-04T11:46:04.145302
Landeed,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/landeed,2026-09-04T11:46:04.151303
Coverage Cat,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/coverage-cat,2026-09-04T11:46:04.154328
Axle,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/axle,2026-09-04T11:46:04.087400
Integrated Reasoning,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/integrated-reasoning,2026-09-04T11:46:04.180311
InVision Medical Technology,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/invision-medical-technology,2026-09-04T11:46:04.084407
Chima,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/chima,2026-09-04T11:46:04.177315
Intuned,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/intuned,2026-09-04T11:46:04.159305
Sameday,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/sameday,2026-09-04T11:46:04.199442
Polymath Robotics,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/polymath-robotics,2026-09-04T11:46:04.183311
Hudson Labs (formerly Bedrock AI),5,YC OSS Startup Directory,https://www.ycombinator.com/companies/hudson-labs,2026-09-04T11:46:04.146304
Middleware,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/middleware,2026-09-04T11:46:04.240037
zudo.work,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/zudowork,2026-09-04T11:46:04.242038
Delfino AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/delfino-ai,2026-09-04T11:46:04.066404
Rubbrband,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/rubbrband,2026-09-04T11:46:04.223071
StackAI,62,YC OSS Startup Directory,https://www.ycombinator.com/companies/stackai,2026-09-04T11:46:04.264037
Linum,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/linum,2026-09-04T11:46:04.286654
Designbase,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/designbase,2026-09-04T11:46:04.247039
Dev Tools AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/dev-tools-ai,2026-09-04T11:46:04.238039
Blyss,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/blyss,2026-09-04T11:46:04.279405
Traceloop,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/traceloop,2026-09-04T11:46:04.312415
Syncly,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/syncly,2026-09-04T11:46:04.322427
Reflex,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/reflex,2026-09-04T11:46:04.272403
Novelcare,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/novelcare,2026-09-04T11:46:04.418262
Cardinal,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/cardinal,2026-09-04T11:46:04.408259
Paperplane,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/paperplane,2026-09-04T11:46:04.438255
Mulligan,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/mulligan,2026-09-04T11:46:04.470256
Parabolic,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/parabolic,2026-09-04T11:46:04.482264
Latent,50,YC OSS Startup Directory,https://www.ycombinator.com/companies/latent,2026-09-04T11:46:04.429262
Rubber Ducky Labs,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/rubber-ducky-labs,2026-09-04T11:46:04.505111
Palomma,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/palomma,2026-09-04T11:46:04.472271
Credal.ai,14,YC OSS Startup Directory,https://www.ycombinator.com/companies/credal-ai,2026-09-04T11:46:04.415272
Double – Coding Copilot,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/double-coding-copilot,2026-09-04T11:46:04.552401
Glass Health,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/glass-health,2026-09-04T11:46:04.562883
Pair AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/pair-ai,2026-09-04T11:46:04.576494
Mine,18,YC OSS Startup Directory,https://www.ycombinator.com/companies/mine,2026-09-04T11:46:04.580494
Ohm,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/ohm-2,2026-09-04T11:46:04.594539
Salient,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/salient,2026-09-04T11:46:04.609034
Versive,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/versive,2026-09-04T11:46:04.624037
Narrative,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/narrative,2026-09-04T11:46:04.664036
OfOne,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/ofone,2026-09-04T11:46:04.672037
Dataglade,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/dataglade,2026-09-04T11:46:04.641035
OpenSight,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/opensight,2026-09-04T11:46:04.666039
loopfour,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/loopfour,2026-09-04T11:46:04.677037
Lynx,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/lynx,2026-09-04T11:46:04.702995
infra.new,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/infranew,2026-09-04T11:46:04.708004
PoplarML,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/poplarml,2026-09-04T11:46:04.714004
Gluetrail,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/gluetrail,2026-09-04T11:46:04.737833
Bluebirds,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/bluebirds,2026-09-04T11:46:04.764205
Neptyne,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/neptyne,2026-09-04T11:46:04.760206
CreatorML,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/creatorml,2026-09-04T11:46:04.782206
LinkGrep,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/linkgrep,2026-09-04T11:46:04.771204
Scanbase,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/scanbase,2026-09-04T11:46:04.796216
Gooseworks,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/gooseworks,2026-09-04T11:46:04.805641
Liftigniter,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/liftigniter,2026-09-04T11:46:04.756205
Cosine,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/cosine,2026-09-04T11:46:04.783204
Dream3D,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/dream3d,2026-09-04T11:46:04.872437
DataSuite,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/datasuite,2026-09-04T11:46:04.889451
Haven,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/haven-2,2026-09-04T11:46:04.839725
coil inc.,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/coil-inc,2026-09-04T11:46:04.893971
Langfuse,19,YC OSS Startup Directory,https://www.ycombinator.com/companies/langfuse,2026-09-04T11:46:04.916836
No Cap,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/no-cap,2026-09-04T11:46:04.874435
Outerbase,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/outerbase,2026-09-04T11:46:04.899982
Extend,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/extend,2026-09-04T11:46:04.945842
co.dev,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/co-dev,2026-09-04T11:46:04.904838
